"","sibs","age","incom16","pasei10","masei10","granborn","reg16east_south_atlantic","reg16foreign","reg16middle_atlantic","reg16mountain","reg16new_england","reg16pacific","reg16south_atlantic","reg16west_north_central","reg16west_south_central","res16in_a_large_city_(over_250,000)","res16in_a_medium-size_city_(50,000-250,000)","res16in_a_small_city_or_town_(under_50,000)","res16in_a_suburb_near_a_large_city","res16in_open_country_but_not_on_a_farm"
"2920",1,88,3,91.1,71.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2921",1,70,2,43,38.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2922",1,46,3,71,80.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"2924",1,80,2,50.4,39.7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2928",4,54,4,62.6,82.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"2930",1,58,3,85.8,39.7,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2932",0,26,5,65.3,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2933",2,35,4,86.7,55.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2935",8,77,4,31.6,31.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2938",4,26,3,54.6,62.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2939",2,72,2,31.2,38.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2941",2,30,3,68.6,71.7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2946",3,26,2,25.2,46.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2947",0,19,4,49.6,84.2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2948",3,65,4,57.4,38.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2951",3,57,3,68.6,63.7,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2954",4,67,3,39.9,84.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2955",6,69,3,46.5,13.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2957",1,52,4,46.5,23.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2960",0,48,4,57.5,82.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"2961",2,58,3,18.8,39.7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2962",1,79,2,23.3,12.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"2966",6,70,4,36.2,38.3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2967",1,41,3,32,38.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"2970",2,58,3,65.3,38.3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"2971",2,66,3,39.7,26.8,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2972",0,68,4,39.7,62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"2974",0,41,4,37.6,56.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"2975",2,70,4,84.3,39.7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2976",13,65,2,57.5,24.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"2978",3,50,1,31.6,26.5,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2979",3,68,5,75.2,82.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2980",2,46,3,59.1,84.2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2986",1,32,3,69.3,80.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2990",1,26,3,50.4,74.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2992",1,32,4,32,88.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2993",1,55,3,85.2,52,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2997",10,27,4,42.9,35.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"2999",2,68,4,50.4,61.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3000",1,44,3,39.7,63.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3001",4,72,2,31.2,39.7,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3004",1,36,3,25.2,71.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3006",1,31,3,39.9,20.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3007",6,36,1,39.7,39.7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3010",1,62,1,50.4,62,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3016",4,41,3,32,12.6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"3022",3,46,3,32,20.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3024",0,85,3,86.5,37.6,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3026",6,49,3,92.8,75.7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"3027",3,41,2,39.9,20.8,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"3028",0,39,3,46.2,38.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3033",6,47,3,62.7,54.6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3037",8,60,4,46,13.6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3043",4,32,3,17.1,23.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3047",7,48,3,26.8,20.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3052",9,73,1,14,12.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3060",2,20,2,28.7,13.6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3063",2,69,3,21.5,39.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3070",1,76,3,23.3,13.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3071",0,38,3,31.4,25.7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3079",2,57,3,38.3,38.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3081",1,51,3,39.6,24.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3086",1,36,4,65.1,26.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3090",1,27,3,80.7,76.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3093",3,62,3,65.3,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3094",1,56,3,36.2,73.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3098",5,24,3,45.1,35.8,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3100",2,75,2,46,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3101",13,42,4,81.6,24.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3102",0,64,2,36.4,76.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3106",11,70,3,27.7,13.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3107",2,37,3,38.3,20.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3112",1,35,3,39.7,67.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3113",1,68,3,43,37.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3114",5,44,2,64.9,21.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3115",1,27,4,83.8,80.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3118",4,31,1,25.2,24.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3121",3,62,3,46.5,39.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3125",2,60,3,51.8,38.8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3127",3,56,3,92.8,84.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3132",1,24,4,61.4,25.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3134",3,29,4,84.2,77.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3138",1,72,3,50.4,75.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3142",10,68,2,20.7,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3144",3,53,3,75.2,38.8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3146",1,45,4,32,80.9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3152",3,74,2,31.2,39.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3153",2,63,3,46,75.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3156",3,73,3,20.7,23.8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3157",3,54,4,50.4,81,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3168",3,32,2,65.1,63.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3170",1,50,2,46.5,37.6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"3175",3,65,2,46.5,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3178",3,56,3,32,38.8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"3181",2,38,3,67.7,12.6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"3186",1,49,3,83.8,84.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3188",2,84,4,43,38.3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"3189",3,35,4,87.8,62,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3195",0,79,4,81.6,84.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3202",2,49,2,39.9,80.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3203",4,36,4,32,21.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3207",3,64,1,23.7,80.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3211",1,45,3,71.8,60.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3214",2,32,3,67.7,80.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3215",4,28,2,84,21.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3216",7,64,3,50.4,84.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3220",1,46,3,36.7,37.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3226",4,74,3,61.2,38.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3228",0,48,3,87.9,76.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3229",1,38,3,17.5,80.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3231",1,38,3,26.8,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3232",2,60,3,25.2,31.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3236",5,65,2,24,24.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3238",3,59,4,35.3,26.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3244",0,57,3,77.4,26.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"3246",1,47,3,46.6,21.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3248",10,61,1,28.7,13.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3250",3,70,2,32,39.7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3251",1,40,5,35.3,26.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3252",3,66,3,59.1,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3253",3,70,4,58.4,38.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3254",6,42,3,18.6,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3255",1,64,3,50.4,38.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"3261",4,71,3,26.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3262",2,38,3,50.1,36.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3264",7,62,3,38.3,34.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3268",1,49,4,59.1,24.6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3273",2,56,4,35.4,68.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3274",3,87,3,18.8,14,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3280",4,70,2,92,38.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"3283",1,39,3,36.4,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3284",1,63,3,25.1,35.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3287",4,26,2,25.2,56.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3292",3,45,3,62.9,62.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"3302",1,25,4,80.7,70.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3303",2,51,2,28.7,19.6,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3308",5,47,2,42.2,13.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3309",2,44,3,43,80.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3311",3,48,4,65.3,41,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3312",1,31,4,25,71.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3313",2,38,1,25,20.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3315",6,34,3,39.7,13.6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3318",2,56,2,65.3,26.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"3319",2,47,3,39.9,39.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3320",7,47,1,50.4,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3321",2,19,2,45.4,39.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3327",3,70,3,50.4,61.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3329",5,84,3,50.3,46.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3334",3,76,2,65.1,45.3,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"3338",0,36,3,67.7,41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"3346",1,56,3,31.2,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3347",1,40,2,85.2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3352",1,24,4,30.1,68.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3355",5,59,4,27.2,38.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3356",2,62,4,39.6,38.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3358",0,38,3,31.2,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3359",2,38,3,25,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3366",2,50,3,35.4,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3369",3,40,4,62,38.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3370",3,62,2,31.2,21.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3373",2,46,4,24.6,69.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3374",2,28,3,31,20.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3375",3,74,2,32,38.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3381",2,75,2,62.6,84.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3382",1,72,4,45.4,35.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3383",2,69,2,28.7,13.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3384",2,27,3,58.4,67.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3387",1,41,3,31,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3388",1,74,4,43,43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3389",3,64,1,57.8,26.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3392",3,35,2,25.2,31.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3396",1,39,3,50.4,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3398",2,69,2,42.8,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3401",1,22,3,23.3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3403",0,45,3,26.8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3405",3,61,3,46.5,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3411",1,40,4,57.5,43,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3412",2,72,2,32,23.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3413",2,33,3,25.2,43.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3414",1,43,2,23.3,21.6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3415",2,61,3,38.1,38.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3417",9,62,3,21,13.6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"3421",6,33,3,14,39.9,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"3422",2,55,1,67.7,41.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3426",4,64,3,20,13.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3428",1,25,3,32,65.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3430",1,49,4,32,84.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3434",2,54,2,39.9,25.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3435",4,50,3,25,13.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3441",12,71,2,39.9,21.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3443",2,29,3,38.1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3445",3,52,3,18.6,26.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3447",2,33,3,52.5,67.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3449",4,51,1,46.5,13.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3451",1,33,2,51.8,38.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3452",6,34,2,25.2,12.6,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"3455",2,40,3,52,84.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3456",1,33,3,80.9,82.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3457",5,55,3,24.6,35.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3459",2,40,4,53,77.4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3464",2,20,4,75.5,63.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"3467",4,29,3,59.8,59.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3469",2,33,3,17.1,18.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3470",4,74,3,14.4,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3472",4,59,2,27.2,12.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3475",2,42,2,50.4,21.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3478",2,73,3,80.1,84.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3479",0,66,3,57.8,39.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3482",9,69,1,28.4,12.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3483",9,66,2,39.9,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3487",1,31,2,82.5,84.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"3491",1,54,1,32,17.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3492",6,66,3,58.1,21.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3493",1,36,3,80.9,80.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3499",2,66,2,26.8,13.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3501",7,62,1,28.7,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3503",2,65,3,46.5,13.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3504",2,78,3,84.5,77.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3505",1,54,3,36.4,39.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3506",2,53,2,23.3,24.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3507",5,80,3,39.7,13.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3508",9,78,2,32,19.6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"3510",7,67,3,58.1,38.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3511",2,27,2,20,38.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3512",1,51,3,51.8,38.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"3516",2,25,2,62,59.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3518",3,74,3,67.7,82.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3519",1,85,2,84.5,80.9,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3521",2,30,4,84.5,62.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3522",4,74,3,38.3,13.2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3523",0,29,3,26.8,70.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3528",3,72,3,23.3,38.8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3529",3,60,3,38.3,13.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3531",3,61,3,59.8,46.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3533",1,49,3,82.5,82.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3534",3,50,2,23.7,12.6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3536",3,66,2,39.7,19.6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"3541",4,29,3,65.3,71.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3543",1,49,3,82.5,38.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
